Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment, Day 
store 34,10/21/2011,953693.23,non holiday,58.93,3.361,129.7821613,10.148, Friday 
store 34,10/28/2011,958063.87,non holiday,54.56,3.362,129.7936774,10.148, Friday 
store 34,4/11/2011,992621.93,non holiday,48.04,3.322,129.8051935,10.148, Monday 
store 34,11/11/2011,991570.02,non holiday,41.04,3.286,129.8167097,10.148, Friday 
store 34,11/18/2011,947552.44,non holiday,46,3.294,129.8268333,10.148, Friday 
store 34,11/25/2011,1345595.82,holiday,45.99,3.225,129.8364,10.148, Friday 
store 34,2/12/2011,988742.08,non holiday,39.75,3.176,129.8459667,10.148, Saturday 
store 34,9/12/2011,1084243.91,non holiday,,3.153,129.8555333,10.148, Monday 
store 34,12/16/2011,1151052.86,non holiday,,3.149,129.8980645,10.148, Friday 
store 34,12/23/2011,1593655.96,non holiday,32.45,3.103,129.9845484,10.148, Friday 
store 34,12/30/2011,965512.36,holiday,28.84,3.119,130.0710323,10.148, Friday 
store 34,6/1/2012,953844.85,non holiday,36.39,3.158,130.1575161,9.653, Friday 
store 34,1/13/2012,913755.12,non holiday,33.99,3.263,130.244,9.653, Friday 
store 34,1/20/2012,910899.05,non holiday,39.28,3.273,130.2792258,9.653, Friday 
store 34,1/27/2012,872450.37,non holiday,39.81,3.29,130.3144516,9.653, Friday 
store 34,3/2/2012,939367.14,non holiday,38.64,3.354,130.3496774,9.653, Friday 
store 34,10/2/2012,1047658.09,holiday,,3.411,130.3849032,9.653, Tuesday 
store 34,2/17/2012,1123446.51,non holiday,37.25,3.493,130.4546207,9.653, Friday 
store 34,2/24/2012,950154.24,non holiday,39.89,3.541,130.5502069,9.653, Friday 
store 34,2/3/2012,990263.7,non holiday,42.74,3.619,130.6457931,9.653, Friday 
store 34,9/3/2012,976393.43,non holiday,42.7,3.667,130.7413793,9.653, Monday 
store 34,3/16/2012,999298.43,non holiday,48.09,3.707,130.8261935,9.653, Friday 
store 34,3/23/2012,945143.33,non holiday,,3.759,130.8966452,9.653, Friday 
store 34,3/30/2012,938861.77,non holiday,59.29,3.82,130.9670968,9.653, Friday 
store 34,6/4/2012,1091020.37,non holiday,54.42,3.864,131.0375484,9.575, Monday 
store 34,4/13/2012,987353.65,non holiday,,3.881,131.108,9.575, Friday 
store 34,4/20/2012,977628.78,non holiday,55.34,3.864,131.1173333,9.575, Friday 
store 34,4/27/2012,940299.87,non holiday,66.49,3.81,131.1266667,9.575, Friday 
store 34,4/5/2012,991104.4,non holiday,65.04,3.747,131.136,9.575, Thursday 
store 34,11/5/2012,949625.52,non holiday,61.92,3.685,131.1453333,9.575, Monday 
store 34,5/18/2012,998672.85,non holiday,64.97,3.62,131.0983226,9.575, Friday 
store 34,5/25/2012,1015737.61,non holiday,72.42,3.551,131.0287742,9.575, Friday 
store 34,1/6/2012,977062.44,non holiday,70.41,3.483,130.9592258,9.575, Friday 
store 34,8/6/2012,999511.29,non holiday,75.35,3.433,130.8896774,9.575, Monday 
store 34,6/15/2012,982345.51,non holiday,76.48,3.372,130.8295333,9.575, Friday 
store 34,6/22/2012,1000285.1,non holiday,,3.329,130.7929,9.575, Friday 
store 34,6/29/2012,942970.63,non holiday,81.91,3.257,130.7562667,9.575, Friday 
store 34,6/7/2012,1007867.68,non holiday,77.95,3.187,130.7196333,9.285, Thursday 
store 34,7/13/2012,954677.75,non holiday,74.02,3.224,130.683,9.285, Friday 
store 34,7/20/2012,950929.59,non holiday,77.7,3.263,130.7012903,9.285, Friday 
store 34,7/27/2012,917883.79,non holiday,77.3,3.356,130.7195806,9.285, Friday 
store 34,3/8/2012,973250.41,non holiday,78.93,3.374,130.737871,9.285, Thursday 
store 34,10/8/2012,1004523.59,non holiday,78.26,3.476,130.7561613,9.285, Monday 
store 34,8/17/2012,1013820.86,non holiday,77.78,3.552,130.7909677,9.285, Friday 
store 34,8/24/2012,926250.21,non holiday,72.44,3.61,130.8381613,9.285, Friday 
store 34,8/31/2012,933487.71,non holiday,75.89,3.646,130.8853548,9.285, Friday 
store 34,7/9/2012,976415.56,holiday,78.26,3.709,130.9325484,9.285, Monday 
store 34,9/14/2012,955211.7,non holiday,64.28,,130.9776667,9.285, Friday 
store 34,9/21/2012,943047.78,non holiday,66.08,3.721,131.0103333,9.285, Friday 
store 34,9/28/2012,928629.31,non holiday,67.06,3.666,131.043,9.285, Friday 
store 34,5/10/2012,968896.68,non holiday,65.41,3.62,131.0756667,8.839, Thursday 
store 34,12/10/2012,948613.39,non holiday,59.94,,131.1083333,8.839, Monday 
store 34,10/19/2012,963516.28,non holiday,58.47,3.61,131.1499677,8.839, Friday 
store 34,10/26/2012,956987.81,non holiday,57.95,3.514,131.1930968,8.839, Friday 
store 35,5/2/2010,1230613.5,non holiday,27.19,2.784,135.3524608,9.262, Sunday 
store 35,12/2/2010,1168815.31,holiday,29.81,2.773,135.4113076,9.262, Thursday 
store 35,2/19/2010,1270658.64,non holiday,32.44,2.745,135.4657781,9.262, Friday 
store 35,2/26/2010,1020651.74,non holiday,36,2.754,135.5195191,9.262, Friday 
store 35,5/3/2010,1162610.27,non holiday,38.07,2.777,135.5732602,9.262, Monday 
store 35,12/3/2010,1150344.39,non holiday,45.98,2.818,135.6270013,9.262, Friday 
store 35,3/19/2010,1117536.09,non holiday,49.04,2.844,135.6682247,9.262, Friday 
store 35,3/26/2010,1078900.44,non holiday,52.34,2.854,135.7073618,9.262, Friday 
store 35,2/4/2010,1189556.47,non holiday,46.9,2.85,135.7464988,9.051, Thursday 
store 35,9/4/2010,1198014.97,non holiday,62.62,2.869,135.7856359,9.051, Saturday 
store 35,4/16/2010,1084487.55,non holiday,54.95,2.899,135.82725,9.051, Friday 
store 35,4/23/2010,1110827.48,non holiday,53.91,,135.8721667,9.051, Friday 
store 35,4/30/2010,1096930.65,non holiday,53.55,2.921,135.9170833,9.051, Friday 
store 35,7/5/2010,1182099.88,non holiday,69.02,2.966,135.962,9.051, Monday 
store 35,5/14/2010,1104277.57,non holiday,53.82,,136.010394,9.051, Friday 
store 35,5/21/2010,1078182.18,non holiday,63.31,2.958,136.0796521,9.051, Friday 
store 35,5/28/2010,1223777.48,non holiday,67.88,2.899,136.1489101,9.051, Friday 
store 35,4/6/2010,1282378.71,non holiday,,2.847,136.2181682,9.051, Tuesday 
store 35,11/6/2010,1160412.71,non holiday,68.9,2.809,136.2874263,9.051, Saturday 
store 35,6/18/2010,1198025.76,non holiday,70,2.78,136.3243393,9.051, Friday 
store 35,6/25/2010,1230245.74,non holiday,,2.808,136.3483143,9.051, Friday 
store 35,2/7/2010,1245827.08,non holiday,76.25,,136.3722893,8.861, Sunday 
store 35,9/7/2010,1268766.76,non holiday,82.69,2.793,136.3962643,8.861, Tuesday 
store 35,7/16/2010,1124414.87,non holiday,78.26,2.783,136.4179827,8.861, Friday 
store 35,7/23/2010,1121756.43,non holiday,81.56,2.771,136.4366924,8.861, Friday 
store 35,7/30/2010,1139131.78,non holiday,79.78,2.781,136.4554021,8.861, Friday 
store 35,6/8/2010,1180183.39,non holiday,77.45,2.784,136.4741118,8.861, Tuesday 
store 35,8/13/2010,1090587.5,non holiday,77.36,2.805,136.4928214,8.861, Friday 
store 35,8/20/2010,1033719.5,non holiday,75.16,2.779,136.5249182,8.861, Friday 
store 35,8/27/2010,917693.06,non holiday,70.31,2.755,136.557015,8.861, Friday 
store 35,3/9/2010,948660.79,non holiday,78.52,2.715,136.5891118,8.861, Tuesday 
store 35,10/9/2010,961685.98,holiday,70.38,2.699,136.6212085,8.861, Saturday 
store 35,9/17/2010,831443.61,non holiday,64.5,2.706,136.6338071,8.861, Friday 
store 35,9/24/2010,758069.78,non holiday,,2.713,136.6317821,8.861, Friday 
store 35,1/10/2010,771065.21,non holiday,70.19,2.707,136.6297571,8.763, Sunday 
store 35,8/10/2010,874615.32,non holiday,,2.764,136.6277321,8.763, Tuesday 
store 35,10/15/2010,798376.99,non holiday,58.38,2.868,136.6401935,8.763, Friday 
store 35,10/22/2010,827705.82,non holiday,52.82,2.917,136.688871,8.763, Friday 
store 35,10/29/2010,857797.33,non holiday,,2.921,136.7375484,8.763, Friday 
store 35,5/11/2010,843755.12,non holiday,45.91,2.917,136.7862258,8.763, Tuesday 
store 35,12/11/2010,870914.69,non holiday,45.9,2.931,136.8349032,8.763, Saturday 
store 35,11/19/2010,846850.35,non holiday,50.81,3,136.7715714,8.763, Friday 
store 35,11/26/2010,1781866.98,holiday,46.67,3.039,136.6895714,8.763, Friday 
store 35,3/12/2010,982598.88,non holiday,41.81,3.046,136.6075714,8.763, Friday 
store 35,10/12/2010,1108580.19,non holiday,30.83,3.109,136.5255714,8.763, Tuesday 
store 35,12/17/2010,1314987.4,non holiday,31.62,3.14,136.5292811,8.763, Friday 
store 35,12/24/2010,1779236.54,non holiday,31.34,3.141,136.597273,8.763, Friday 
store 35,12/31/2010,576332.05,holiday,29.59,3.179,136.665265,8.763, Friday 
store 35,7/1/2011,649289.75,non holiday,,,136.7332569,8.549, Friday 
store 35,1/14/2011,687670.78,non holiday,25.7,3.205,136.803477,8.549, Friday 
store 35,1/21/2011,659902.07,non holiday,30.13,3.229,136.8870657,8.549, Friday 
store 35,1/28/2011,633289.78,non holiday,23.64,3.237,136.9706544,8.549, Friday 
store 35,4/2/2011,747577.05,non holiday,,3.231,137.0542431,8.549, Saturday 
store 35,11/2/2011,859258.17,holiday,30.45,3.239,137.1378318,8.549, Wednesday 
store 35,2/18/2011,865305.88,non holiday,39.32,3.245,137.2511849,8.549, Friday 
store 35,2/25/2011,841129.26,non holiday,33.05,3.274,137.3764439,8.549, Friday 
store 35,4/3/2011,850448.54,non holiday,36.99,3.433,137.5017028,8.549, Sunday 
store 35,11/3/2011,830601.39,non holiday,43.64,3.582,137.6269617,8.549, Thursday 
store 35,3/18/2011,800662.82,non holiday,46.65,3.631,137.7398929,8.549, Friday 
store 35,3/25/2011,762184.1,non holiday,,3.625,137.8478929,8.549, Friday 
store 35,1/4/2011,762620.94,non holiday,37.27,3.638,137.9558929,8.512, Tuesday 
store 35,8/4/2011,813352.41,non holiday,46.87,3.72,138.0638929,8.512, Thursday 
store 35,4/15/2011,795157.2,non holiday,52.24,3.821,138.1646952,8.512, Friday 
store 35,4/22/2011,841778.34,non holiday,,3.892,138.2475036,8.512, Friday 
store 35,4/29/2011,811824.06,non holiday,61.71,3.962,138.3303119,8.512, Friday 
store 35,6/5/2011,835181.18,non holiday,,4.046,138.4131202,8.512, Sunday 
store 35,5/13/2011,826155.95,non holiday,60.07,4.066,138.4959286,8.512, Friday 
store 35,5/20/2011,776838.56,non holiday,60.22,4.062,138.587106,8.512, Friday 
store 35,5/27/2011,850708.6,non holiday,66.43,3.985,138.6782834,8.512, Friday 
store 35,3/6/2011,955466.84,non holiday,74.17,3.922,138.7694608,8.512, Sunday 
store 35,10/6/2011,855130.21,non holiday,73.26,3.881,138.8606382,8.512, Thursday 
store 35,6/17/2011,828594.86,non holiday,67.03,3.842,139.0028333,8.512, Friday 
store 35,6/24/2011,849397.57,non holiday,,3.804,139.1832917,8.512, Friday 
store 35,1/7/2011,874453.88,non holiday,73.76,3.748,139.36375,8.684, Friday 
store 35,8/7/2011,827717.85,non holiday,,3.711,139.5442083,8.684, Sunday 
store 35,7/15/2011,813845.5,non holiday,77.83,3.76,139.7006325,8.684, Friday 
store 35,7/22/2011,820188.42,non holiday,,3.811,139.7969712,8.684, Friday 
store 35,7/29/2011,770820.27,non holiday,79.41,3.829,139.8933099,8.684, Friday 
store 35,5/8/2011,826820.71,non holiday,78.14,3.842,139.9896486,8.684, Sunday 
store 35,12/8/2011,819911.89,non holiday,76.67,3.812,140.0859873,8.684, Thursday 
store 35,8/19/2011,820288.35,non holiday,72.97,3.747,140.1289205,8.684, Friday 
store 35,8/26/2011,897037.25,non holiday,72.88,3.704,140.1629528,8.684, Friday 
store 35,2/9/2011,813486.55,non holiday,71.44,3.703,140.196985,8.684, Wednesday 
store 35,9/9/2011,922440.64,holiday,70.93,3.738,140.2310173,8.684, Friday 
store 35,9/16/2011,738792.11,non holiday,69.65,,140.2735,8.684, Friday 
store 35,9/23/2011,705802.45,non holiday,,3.711,140.32725,8.684, Friday 
store 35,9/30/2011,749676.95,non holiday,70.92,3.645,140.381,8.684, Friday 
store 35,7/10/2011,791637.53,non holiday,56.91,3.583,140.43475,8.745, Sunday 
store 35,10/14/2011,772859.25,non holiday,,3.541,140.4784194,8.745, Friday 
store 35,10/21/2011,811328.4,non holiday,,3.57,140.4616048,8.745, Friday 
store 35,10/28/2011,808821.5,non holiday,51.81,3.569,140.4447903,8.745, Friday 
store 35,4/11/2011,653468.75,non holiday,44.46,3.551,140.4279758,8.745, Monday 
store 35,11/11/2011,880576.33,non holiday,49.69,3.53,140.4111613,8.745, Friday 
store 35,11/18/2011,820964.1,non holiday,51.42,3.53,140.4127857,8.745, Friday 
store 35,11/25/2011,1733822.4,holiday,47.88,3.492,140.4217857,8.745, Friday 
store 35,2/12/2011,903606.03,non holiday,,,140.4307857,8.745, Saturday 
store 35,9/12/2011,948964.99,non holiday,46.28,3.415,140.4397857,8.745, Monday 
store 35,12/16/2011,1115255.65,non holiday,40.68,3.413,140.4700795,8.745, Friday 
store 35,12/23/2011,1550214.02,non holiday,41.59,3.389,140.528765,8.745, Friday 
store 35,12/30/2011,904650.55,holiday,37.85,3.389,140.5874505,8.745, Friday 
store 35,6/1/2012,671708.09,non holiday,35.8,3.422,140.6461359,8.744, Friday 
store 35,1/13/2012,625135.11,non holiday,41.3,3.513,140.7048214,8.744, Friday 
store 35,1/20/2012,669850.04,non holiday,,3.533,140.8086118,8.744, Friday 
store 35,1/27/2012,588722.99,non holiday,,3.567,140.9124021,8.744, Friday 
store 35,3/2/2012,746901.03,non holiday,42.52,3.617,141.0161924,8.744, Friday 
store 35,10/2/2012,849779.14,holiday,,3.64,141.1199827,8.744, Tuesday 
store 35,2/17/2012,824568.39,non holiday,37.24,3.695,141.2140357,8.744, Friday 
store 35,2/24/2012,805028.74,non holiday,41.74,3.739,141.3007857,8.744, Friday 
store 35,2/3/2012,766571.1,non holiday,40.07,3.816,141.3875357,8.744, Friday 
store 35,9/3/2012,796351.35,non holiday,44.32,3.848,141.4742857,8.744, Monday 
store 35,3/16/2012,793045.82,non holiday,49.6,3.862,141.55478,8.744, Friday 
store 35,3/23/2012,760671.1,non holiday,57.3,,141.6269332,8.744, Friday 
store 35,3/30/2012,744525.69,non holiday,,3.953,141.6990864,8.744, Friday 
store 35,6/4/2012,860293.46,non holiday,48.73,3.996,141.7712396,8.876, Monday 
store 35,4/13/2012,788633.42,non holiday,52.22,4.044,141.8433929,8.876, Friday 
store 35,4/20/2012,794660.24,non holiday,62.62,4.027,141.9015262,8.876, Friday 
store 35,4/27/2012,721212.45,non holiday,52.33,4.004,141.9596595,8.876, Friday 
store 35,4/5/2012,772036.6,non holiday,53.68,3.951,142.0177929,8.876, Thursday 
store 35,11/5/2012,802383.63,non holiday,58.97,3.889,142.0759262,8.876, Monday 
store 35,5/18/2012,819196.68,non holiday,,3.848,142.0970115,8.876, Friday 
store 35,5/25/2012,822167.17,non holiday,,3.798,142.1032776,8.876, Friday 
store 35,1/6/2012,932195.52,non holiday,73.4,3.742,142.1095438,8.876, Friday 
store 35,8/6/2012,873415.01,non holiday,64.05,,142.1158099,8.876, Monday 
store 35,6/15/2012,848289.41,non holiday,69.52,3.62,142.1292548,8.876, Friday 
store 35,6/22/2012,911696,non holiday,73.23,3.564,142.1606464,8.876, Friday 
store 35,6/29/2012,892133.41,non holiday,73.94,3.506,142.1920381,8.876, Friday 
store 35,6/7/2012,985479.64,non holiday,82.08,3.475,142.2234298,8.839, Thursday 
store 35,7/13/2012,825763.48,non holiday,78.95,3.523,142.2548214,8.839, Friday 
store 35,7/20/2012,841224.74,non holiday,78.64,,142.2337569,8.839, Friday 
store 35,7/27/2012,808030.15,non holiday,76.01,3.647,142.2126924,8.839, Friday 
store 35,3/8/2012,866216.36,non holiday,75.22,3.654,142.1916279,8.839, Thursday 
store 35,10/8/2012,888368.8,non holiday,78.44,3.722,142.1705634,8.839, Monday 
store 35,8/17/2012,887979.47,non holiday,,3.807,142.2157385,8.839, Friday 
store 35,8/24/2012,895274.72,non holiday,,3.834,142.3105933,8.839, Friday 
store 35,8/31/2012,931278.97,non holiday,,3.867,142.4054482,8.839, Friday 
store 35,7/9/2012,984833.35,holiday,76,3.911,142.500303,8.839, Monday 
store 35,9/14/2012,821568.64,non holiday,68.72,3.948,142.5938833,8.839, Friday 
store 35,9/21/2012,772302.94,non holiday,,4.038,142.6798167,8.839, Friday 
store 35,9/28/2012,814099.86,non holiday,64.92,3.997,142.76575,8.839, Friday 
store 35,5/10/2012,866064.4,non holiday,,,142.8516833,8.665, Thursday 
store 35,12/10/2012,873643.14,non holiday,55.4,4,142.9376167,8.665, Monday 
store 35,10/19/2012,829284.67,non holiday,56.53,3.969,142.8633629,8.665, Friday 
store 35,10/26/2012,865137.6,non holiday,,3.882,142.7624113,8.665, Friday 
store 36,5/2/2010,467546.74,non holiday,45.97,2.545,209.8529663,8.554, Sunday 
store 36,12/2/2010,469563.7,holiday,46.11,2.539,209.9970208,8.554, Thursday 
store 36,2/19/2010,470281.03,non holiday,45.66,2.472,210.0451024,8.554, Friday 
store 36,2/26/2010,447519.44,non holiday,50.87,2.52,210.0771885,8.554, Friday 
store 36,5/3/2010,480203.43,non holiday,51.33,2.574,210.1092746,8.554, Monday 
store 36,12/3/2010,441434.2,non holiday,61.96,2.619,210.1413607,8.554, Friday 
store 36,3/19/2010,428851.99,non holiday,,2.701,209.9803208,8.554, Friday 
store 36,3/26/2010,404438.51,non holiday,55.76,2.711,209.7870932,8.554, Friday 
store 36,2/4/2010,435972.82,non holiday,63.43,2.708,209.5938656,8.464, Thursday 
store 36,9/4/2010,453016.91,non holiday,68.54,2.743,209.400638,8.464, Saturday 
store 36,4/16/2010,483699.56,non holiday,66.74,2.769,209.2691428,8.464, Friday 
store 36,4/23/2010,434116.8,non holiday,68.03,2.762,209.2199574,8.464, Friday 
store 36,4/30/2010,457899.64,non holiday,70.9,2.725,209.170772,8.464, Friday 
store 36,7/5/2010,489372.02,non holiday,75.56,2.786,209.1215867,8.464, Monday 
store 36,5/14/2010,476733.74,non holiday,77.53,2.805,209.118536,8.464, Friday 
store 36,5/21/2010,474917.98,non holiday,77.34,2.767,209.3922937,8.464, Friday 
store 36,5/28/2010,447050.42,non holiday,80.87,2.716,209.6660514,8.464, Friday 
store 36,4/6/2010,471088.88,non holiday,79.93,2.664,209.9398091,8.464, Tuesday 
store 36,11/6/2010,467711.18,non holiday,82.3,2.615,210.2135668,8.464, Saturday 
store 36,6/18/2010,485694.72,non holiday,84.37,2.572,210.2108417,8.464, Friday 
store 36,6/25/2010,434879.87,non holiday,,2.601,210.0975233,8.464, Friday 
store 36,2/7/2010,434252.15,non holiday,81.85,2.606,209.984205,8.36, Sunday 
store 36,9/7/2010,471713.59,non holiday,,2.596,209.8708867,8.36, Tuesday 
store 36,7/16/2010,466962.04,non holiday,84.43,2.561,209.8630532,8.36, Friday 
store 36,7/23/2010,452021.2,non holiday,82.6,2.542,209.9958663,8.36, Friday 
store 36,7/30/2010,432451.91,non holiday,81.88,2.602,210.1286794,8.36, Friday 
store 36,6/8/2010,467442.94,non holiday,85.49,2.573,210.2614925,8.36, Tuesday 
store 36,8/13/2010,470436.8,non holiday,86.06,2.644,210.3943056,8.36, Friday 
store 36,8/20/2010,437949.9,non holiday,85.54,2.604,210.3617581,8.36, Friday 
store 36,8/27/2010,412050.73,non holiday,84.62,2.562,210.3292106,8.36, Friday 
store 36,3/9/2010,431294.45,non holiday,82.29,2.533,210.2966631,8.36, Tuesday 
store 36,10/9/2010,434471.38,holiday,80.58,2.513,210.2641156,8.36, Saturday 
store 36,9/17/2010,454694.21,non holiday,82.1,2.55,210.2924504,8.36, Friday 
store 36,9/24/2010,419348.59,non holiday,79.17,2.578,210.3664469,8.36, Friday 
store 36,1/10/2010,422169.47,non holiday,74.66,2.567,210.4404433,8.476, Sunday 
store 36,8/10/2010,444351.61,non holiday,,2.595,210.5144398,8.476, Tuesday 
store 36,10/15/2010,453308.15,non holiday,71.57,2.705,210.5805944,8.476, Friday 
store 36,10/22/2010,424956.3,non holiday,72.24,2.698,210.6271444,8.476, Friday 
store 36,10/29/2010,392654.26,non holiday,76.22,2.68,210.6736944,8.476, Friday 
store 36,5/11/2010,405860.37,non holiday,62.72,2.655,210.7202444,8.476, Tuesday 
store 36,12/11/2010,425804.8,non holiday,,2.705,210.7667944,8.476, Saturday 
store 36,11/19/2010,411615.71,non holiday,56.73,2.741,210.65429,8.476, Friday 
store 36,11/26/2010,408891.49,holiday,67.73,2.725,210.5152765,8.476, Friday 
store 36,3/12/2010,360266.09,non holiday,54.44,2.694,210.376263,8.476, Friday 
store 36,10/12/2010,404545.03,non holiday,,2.813,210.2372494,8.476, Tuesday 
store 36,12/17/2010,410214.7,non holiday,56.73,2.852,210.1787224,8.476, Friday 
store 36,12/24/2010,422093.59,non holiday,59.1,,210.1805602,8.476, Friday 
store 36,12/31/2010,359310.65,holiday,52.88,2.949,210.182398,8.476, Friday 
store 36,7/1/2011,384659.85,non holiday,54.11,2.942,210.1842358,8.395, Friday 
store 36,1/14/2011,410497.73,non holiday,42.87,2.971,210.2379731,8.395, Friday 
store 36,1/21/2011,399191.05,non holiday,,2.98,210.6031072,8.395, Friday 
store 36,1/28/2011,372174.12,non holiday,48.74,2.995,210.9682412,8.395, Friday 
store 36,4/2/2011,417521.7,non holiday,46.68,2.98,211.3333753,8.395, Saturday 
store 36,11/2/2011,401501.2,holiday,41.16,3.009,211.6985093,8.395, Wednesday 
store 36,2/18/2011,427175.03,non holiday,57.48,3.017,212.0063522,8.395, Friday 
store 36,2/25/2011,380279.44,non holiday,67.73,3.053,212.2912786,8.395, Friday 
store 36,4/3/2011,402579.84,non holiday,64.55,3.282,212.576205,8.395, Sunday 
store 36,11/3/2011,407506.78,non holiday,,3.448,212.8611313,8.395, Thursday 
store 36,3/18/2011,431412.22,non holiday,64.9,,213.1096787,8.395, Friday 
store 36,3/25/2011,390732.02,non holiday,71.07,3.488,213.3436744,8.395, Friday 
store 36,1/4/2011,385672.11,non holiday,67.31,3.529,213.5776701,8.3, Tuesday 
store 36,8/4/2011,428727.61,non holiday,69.39,3.645,213.8116658,8.3, Thursday 
store 36,4/15/2011,414986.54,non holiday,73.25,3.763,214.026217,8.3, Friday 
store 36,4/22/2011,374574.72,non holiday,74.57,3.805,214.1921572,8.3, Friday 
store 36,4/29/2011,340708.78,non holiday,76.1,3.837,214.3580974,8.3, Friday 
store 36,6/5/2011,393401.4,non holiday,69.56,3.917,214.5240376,8.3, Sunday 
store 36,5/13/2011,395316.65,non holiday,76.73,3.92,214.6899778,8.3, Friday 
store 36,5/20/2011,376183.44,non holiday,73.02,3.925,214.465412,8.3, Friday 
store 36,5/27/2011,348655.2,non holiday,81.28,3.786,214.2408462,8.3, Friday 
store 36,3/6/2011,373703.95,non holiday,82.96,3.69,214.0162805,8.3, Sunday 
store 36,10/6/2011,374182.04,non holiday,82.41,3.633,213.7917147,8.3, Thursday 
store 36,6/17/2011,394645.25,non holiday,,3.599,213.7481256,8.3, Friday 
store 36,6/24/2011,360009.94,non holiday,83.95,3.569,213.8402689,8.3, Friday 
store 36,1/7/2011,354270.77,non holiday,85.33,3.502,213.9324122,8.177, Friday 
store 36,8/7/2011,377464.62,non holiday,84.71,3.44,214.0245556,8.177, Sunday 
store 36,7/15/2011,385631.48,non holiday,85.63,3.55,214.1083654,8.177, Friday 
store 36,7/22/2011,361311.41,non holiday,83.31,3.637,214.1713416,8.177, Friday 
store 36,7/29/2011,354361.08,non holiday,,3.66,214.2343177,8.177, Friday 
store 36,5/8/2011,381017.75,non holiday,86.71,3.652,214.2972939,8.177, Sunday 
store 36,12/8/2011,380188.69,non holiday,87.64,3.608,214.3602701,8.177, Thursday 
store 36,8/19/2011,373267.58,non holiday,,3.534,214.4239935,8.177, Friday 
store 36,8/26/2011,344964.2,non holiday,86.02,3.501,214.4878416,8.177, Friday 
store 36,2/9/2011,350276.29,non holiday,,3.481,214.5516896,8.177, Wednesday 
store 36,9/9/2011,352960.64,holiday,77.94,3.499,214.6155376,8.177, Friday 
store 36,9/16/2011,343108.12,non holiday,82.06,3.473,214.7934111,8.177, Friday 
store 36,9/23/2011,322405.13,non holiday,78.35,3.441,215.1233185,8.177, Friday 
store 36,9/30/2011,314910.37,non holiday,81.52,3.328,215.4532259,8.177, Friday 
store 36,7/10/2011,346137.87,non holiday,71.2,3.262,215.7831333,7.716, Sunday 
store 36,10/14/2011,342076.99,non holiday,74.16,3.234,216.0885258,7.716, Friday 
store 36,10/21/2011,328633.34,non holiday,67.89,3.308,216.2468287,7.716, Friday 
store 36,10/28/2011,306193.81,non holiday,71.31,3.306,216.4051315,7.716, Friday 
store 36,4/11/2011,313387.11,non holiday,58.97,3.287,216.5634344,7.716, Monday 
store 36,11/11/2011,328498.92,non holiday,63.5,3.254,216.7217373,7.716, Friday 
store 36,11/18/2011,332901.94,non holiday,66.28,3.26,216.9395861,7.716, Friday 
store 36,11/25/2011,332811.55,holiday,66.41,,217.1812533,7.716, Friday 
store 36,2/12/2011,293350.51,non holiday,53.57,3.164,217.4229206,7.716, Saturday 
store 36,9/12/2011,312298.37,non holiday,50.64,3.147,217.6645878,7.716, Monday 
store 36,12/16/2011,341503.92,non holiday,,3.133,217.8781339,7.716, Friday 
store 36,12/23/2011,325262.46,non holiday,55.41,3.098,218.0541851,7.716, Friday 
store 36,12/30/2011,287425.22,holiday,48.26,3.132,218.2302364,7.716, Friday 
store 36,6/1/2012,329467.82,non holiday,57.18,3.129,218.4062876,7.244, Friday 
store 36,1/13/2012,325976.34,non holiday,56.28,3.254,218.5823389,7.244, Friday 
store 36,1/20/2012,330927.21,non holiday,58.9,3.275,218.6755292,7.244, Friday 
store 36,1/27/2012,301444.94,non holiday,62.73,3.313,218.7687195,7.244, Friday 
store 36,3/2/2012,310982.87,non holiday,61.33,3.421,218.8619099,7.244, Friday 
store 36,10/2/2012,335741.9,holiday,54.49,3.462,218.9551002,7.244, Tuesday 
store 36,2/17/2012,326316.73,non holiday,,3.503,219.1148297,7.244, Friday 
store 36,2/24/2012,313270.45,non holiday,,3.55,219.3244636,7.244, Friday 
store 36,2/3/2012,315396.72,non holiday,64.54,3.619,219.5340975,7.244, Friday 
store 36,9/3/2012,318674.93,non holiday,63.19,3.647,219.7437314,7.244, Monday 
store 36,3/16/2012,335345.82,non holiday,67.48,3.779,219.8956335,7.244, Friday 
store 36,3/23/2012,317872.51,non holiday,,3.845,219.9705599,7.244, Friday 
store 36,3/30/2012,304144.9,non holiday,70.48,3.891,220.0454862,7.244, Friday 
store 36,6/4/2012,331026.11,non holiday,73.95,3.934,220.1204125,6.989, Monday 
store 36,4/13/2012,339407.94,non holiday,72.54,3.919,220.1953389,6.989, Friday 
store 36,4/20/2012,323915.32,non holiday,70.87,3.918,220.2483937,6.989, Friday 
store 36,4/27/2012,308389.82,non holiday,70.06,3.888,220.3014485,6.989, Friday 
store 36,4/5/2012,312467.52,non holiday,77.17,3.835,220.3545033,6.989, Thursday 
store 36,11/5/2012,330518.34,non holiday,,3.764,220.4075581,6.989, Monday 
store 36,5/18/2012,324801.13,non holiday,73.7,3.713,220.4252149,6.989, Friday 
store 36,5/25/2012,306098.17,non holiday,,3.636,220.4287124,6.989, Friday 
store 36,1/6/2012,306005.53,non holiday,80.74,3.567,220.4322099,6.989, Friday 
store 36,8/6/2012,338273.38,non holiday,81.5,3.513,220.4357073,6.989, Monday 
